"route_id","service_id","trip_id","trip_headsign","trip_short_name","direction_id","shape_id"
"6","GO403_1286","GO403_123539","Atlantic Terminal","3539","0","147"
"6","GO403_1286","GO403_123540","Lynbrook","3540","0","146"
"6","GO403_1286","GO403_123541","Atlantic Terminal","3541","0","147"
"6","GO403_1286","GO403_123543","Atlantic Terminal","3543","0","147"
"6","GO403_1286","GO403_123545","Atlantic Terminal","3545","0","147"
"6","GO403_1286","GO403_123547","Atlantic Terminal","3547","0","147"
"6","GO403_1286","GO403_123549","Atlantic Terminal","3549","0","147"
"6","GO403_1286","GO403_123551","Atlantic Terminal","3551","0","147"
"6","GO403_1286","GO403_123553","Atlantic Terminal","3553","0","147"
"7","GO403_1286","GO403_123600","Far Rockaway","3600","0","140"
"7","GO403_1286","GO403_123601","Atlantic Terminal","3601","0","137"
"7","GO403_1286","GO403_123603","Penn Station","3603","0","138"
"9","GO403_1288","GO403_123801","Penn Station","3801","0","20"
"9","GO403_1288","GO403_123802","Port Washington","3802","0","19"
"9","GO403_1288","GO403_123803","Penn Station","3803","0","20"
"9","GO403_1288","GO403_123804","Port Washington","3804","0","19"
"9","GO403_1288","GO403_123806","Port Washington","3806","0","19"
"9","GO403_1289","GO403_123811","Penn Station","3811","0","20"
"9","GO403_1289","GO403_123813","Penn Station","3813","0","148"
"14","GO403_1289","GO403_123815","Babylon","3815","0",""
"9","GO403_1289","GO403_123821","Penn Station","3821","0","20"
"9","GO403_1289","GO403_123822","Port Washington","3822","0","19"
"9","GO403_1289","GO403_123823","Penn Station","3823","0","20"
"9","GO403_1289","GO403_123824","Port Washington","3824","0","19"
"9","GO403_1289","GO403_123825","Penn Station","3825","0","20"
"9","GO403_1289","GO403_123826","Port Washington","3826","0","19"
"9","GO403_1289","GO403_123828","Port Washington","3828","0","19"
"10","GO403_1288","GO403_123901","Penn Station","3901","0","37"
"10","GO403_1288","GO403_123902","Huntington","3902","0","88"
"10","GO403_1288","GO403_123904","Port Jefferson","3904","0","49"
"10","GO403_1289","GO403_123906","Huntington","3906","0","88"
"12","GO403_1242","GO403_124102","Jamaica","4102","0","149"
"12","GO403_1242","GO403_124104","Jamaica","4104","0","149"
"12","GO403_1246","GO403_124106","Jamaica","4106","0","149"
"12","GO403_1246","GO403_124108","Jamaica","4108","0","149"
"12","GO403_1240","GO403_124110","Jamaica","4110","0","149"
